FBgn0000008	FBgn0114341	Dere\GG22167	EOG091902HN
FBgn0260777	FBgn0108160	Dere\GG15925	EOG09190CVY
FBgn0260779	FBgn0108454	Dere\GG16219	EOG091907BY
FBgn0260780	FBgn0110669	Dere\GG18455	EOG091902P4
FBgn0260789	FBgn0111194	Dere\GG18988	EOG091900QH
FBgn0260793	FBgn0109306	Dere\GG17078	EOG091905WB
FBgn0260794	FBgn0103666	Dere\GG11366	EOG09190093
FBgn0260795	FBgn0107732	Dere\GG15482	EOG091904TM
FBgn0260798	FBgn0108942	Dere\GG16712	EOG091903CL
FBgn0260799	FBgn0277709	Dere\GG26404	EOG091902T4
FBgn0260812	FBgn0111046	Dere\GG18838	EOG09190BIC
FBgn0260817	FBgn0117052	Dere\GG24923	EOG091905CM
FBgn0260855	FBgn0105089	Dere\GG12812	EOG09190FF0
FBgn0260856	FBgn0107520	Dere\GG15268	EOG09190G11
FBgn0260857	FBgn0108260	Dere\GG16025	EOG09190JVZ
FBgn0260858	FBgn0111872	Dere\GG19670	EOG09190G6E
FBgn0260859	FBgn0106301	Dere\GG14039	EOG09190GM9
FBgn0260860	FBgn0104033	Dere\GG11737	EOG09190HOC
FBgn0260861	FBgn0117420	Dere\GG25299	EOG09190F4P
FBgn0260862	FBgn0106900	Dere\GG14644	EOG09190FVG
FBgn0260866	FBgn0113962	Dere\GG21784	EOG091907DL
FBgn0260874	FBgn0108292	Dere\GG16057	EOG09190403
FBgn0260932	FBgn0112419	Dere\GG20228	EOG091908SE
FBgn0260933	FBgn0116773	Dere\GG24641	EOG091900MA
FBgn0260935	FBgn0109617	Dere\GG17391	EOG091900R1
FBgn0260936	FBgn0107537	Dere\GG15285	EOG091902J6
FBgn0260938	FBgn0111566	Dere\GG19362	EOG091900NF
FBgn0260940	FBgn0103386	Dere\GG11084	EOG09190DQ3
FBgn0260941	FBgn0106106	Dere\GG13843	EOG091904HD
FBgn0260942	FBgn0103446	Dere\GG11145	EOG09190BT7
FBgn0260943	FBgn0108068	Dere\GG15829	EOG09190B88
FBgn0260945	FBgn0106066	Dere\GG13803	EOG0919037U
FBgn0260959	FBgn0114792	Dere\GG22621	EOG091902L7
FBgn0260960	FBgn0108098	Dere\GG15860	EOG09190BD4
FBgn0260962	FBgn0111637	Dere\GG19434	EOG0919016V
FBgn0260964	FBgn0114656	Dere\GG22485	EOG091906TI
FBgn0260965	FBgn0107847	Dere\GG15602	EOG09190065
FBgn0260967	FBgn0277836	Dere\GG26531	EOG09190DVI
FBgn0260968	FBgn0107178	Dere\GG14924	EOG09190JB8
FBgn0260969	FBgn0104288	Dere\GG11996	EOG09190GV3
FBgn0260970	FBgn0111876	Dere\GG19674	EOG0919009B
FBgn0260971	FBgn0110942	Dere\GG18733	EOG0919061N
FBgn0260972	FBgn0102888	Dere\GG10580	EOG09190C5G
FBgn0260985	FBgn0106479	Dere\GG14218	EOG09190BHG
FBgn0260986	FBgn0105137	Dere\GG12862	EOG09190BW6
FBgn0260990	FBgn0103987	Dere\GG11691	EOG0919033X
FBgn0260991	FBgn0115421	Dere\GG23270	EOG09190BJD
FBgn0260995	FBgn0277438	Dere\GG26133	EOG09190D80
FBgn0260996	FBgn0278275	Dere\GG26970	EOG09190HSA
FBgn0261004	FBgn0103231	Dere\GG10928	EOG091904E4
FBgn0261014	FBgn0064608	Dere\TER94	EOG091902Q2
FBgn0261015	FBgn0109645	Dere\GG17419	EOG091900T3
FBgn0261016	FBgn0117395	Dere\GG25274	EOG091900S5
FBgn0261019	FBgn0114969	Dere\GG22804	EOG09190GUI
FBgn0261020	FBgn0115605	Dere\GG23458	EOG09190BTM
FBgn0261041	FBgn0112592	Dere\GG20402	EOG091900SS
FBgn0261046	FBgn0109001	Dere\GG16771	EOG09190081
FBgn0261049	FBgn0109124	Dere\GG16896	EOG0919054E
FBgn0261053	FBgn0109949	Dere\GG17727	EOG091900B3
FBgn0261054	FBgn0278048	Dere\GG26743	EOG09190K0U
FBgn0261055	FBgn0277456	Dere\GG26151	EOG09190KEM
FBgn0261058	FBgn0277737	Dere\GG26432	EOG09190I2W
FBgn0261059	FBgn0277661	Dere\GG26356	EOG09190IWM
FBgn0261064	FBgn0102826	Dere\GG10518	EOG091906M2
FBgn0261065	FBgn0108594	Dere\GG16362	EOG091903CG
FBgn0261067	FBgn0112983	Dere\GG20797	EOG09190INQ
FBgn0261068	FBgn0112303	Dere\GG20109	EOG09190J67
FBgn0261085	FBgn0109996	Dere\GG17774	EOG091906MO
FBgn0261086	FBgn0103970	Dere\GG11674	EOG0919054Y
FBgn0261089	FBgn0113278	Dere\GG21095	EOG091906TX
FBgn0261090	FBgn0105960	Dere\GG13697	EOG09190698
FBgn0261108	FBgn0102785	Dere\GG10477	EOG09190B3E
FBgn0261109	FBgn0105808	Dere\GG13537	EOG09190667
FBgn0261111	FBgn0106670	Dere\GG14411	EOG09190712
FBgn0261112	FBgn0107727	Dere\GG15477	EOG0919062U
FBgn0261113	FBgn0115239	Dere\GG23086	EOG091908P9
FBgn0261119	FBgn0113154	Dere\GG20970	EOG091906I1
FBgn0261238	FBgn0102381	Dere\GG10069	EOG091908LQ
FBgn0261239	FBgn0113470	Dere\GG21291	EOG0919030R
FBgn0261243	FBgn0107051	Dere\GG14795	EOG091901XI
FBgn0261244	FBgn0110036	Dere\GG17815	EOG091900YH
FBgn0261245	FBgn0111272	Dere\GG19066	EOG09190HIN
FBgn0261258	FBgn0108417	Dere\GG16182	EOG091909IX
FBgn0261260	FBgn0111184	Dere\GG18978	EOG0919000B
FBgn0261261	FBgn0105270	Dere\GG12997	EOG091900LE
FBgn0261262	FBgn0115250	Dere\GG23097	EOG091901AR
FBgn0261266	FBgn0102597	Dere\GG10288	EOG09190E73
FBgn0261267	FBgn0115531	Dere\GG23383	EOG09190KNC
FBgn0261268	FBgn0116348	Dere\GG24216	EOG0919021Q
FBgn0261269	FBgn0112630	Dere\GG20440	EOG091901P1
FBgn0261270	FBgn0114603	Dere\GG22431	EOG091908QP
FBgn0261274	FBgn0107452	Dere\GG15199	EOG091906WZ
FBgn0261276	FBgn0114607	Dere\GG22435	EOG091901QQ
FBgn0261277	FBgn0111082	Dere\GG18875	EOG09190HD4
FBgn0261278	FBgn0114926	Dere\GG22761	EOG091906XD
FBgn0261279	FBgn0103434	Dere\GG11132	EOG091901K5
FBgn0261283	FBgn0108291	Dere\SREBP	EOG091902DZ
FBgn0261284	FBgn0111827	Dere\GG19625	EOG09190IRQ
FBgn0261285	FBgn0108409	Dere\GG16174	EOG09190AQK
FBgn0261286	FBgn0112275	Dere\GG20081	EOG091901IE
FBgn0261287	FBgn0104528	Dere\GG12236	EOG09190GDS
FBgn0261290	FBgn0109697	Dere\GG17472	EOG09190H2V
FBgn0261291	FBgn0109473	Dere\GG17246	EOG09190GX1
FBgn0261294	FBgn0108030	Dere\GG15791	EOG09190FHA
FBgn0261341	FBgn0105650	Dere\GG13378	EOG091904GV
FBgn0261353	FBgn0278588	Dere\GG27283	EOG09190JXJ
FBgn0261356	FBgn0109492	Dere\GG17265	EOG09190C53
FBgn0261357	FBgn0113283	Dere\GG21100	EOG09190JDD
FBgn0261358	FBgn0278427	Dere\GG27122	EOG09190JIW
FBgn0261363	FBgn0064624	Dere\GG22822	EOG091903EB
FBgn0261373	FBgn0112101	Dere\GG19901	EOG09190GWU
FBgn0261380	FBgn0277975	Dere\GG26670	EOG091904GZ
FBgn0261381	FBgn0107772	Dere\GG15524	EOG09190A47
FBgn0261383	FBgn0110687	Dere\GG18474	EOG091901SD
FBgn0261385	FBgn0115440	Dere\GG23289	EOG091901B5
FBgn0261386	FBgn0277930	Dere\GG26625	EOG09190HR6
FBgn0261387	FBgn0113620	Dere\GG21441	EOG0919038J
FBgn0261393	FBgn0117223	Dere\GG25094	EOG0919021A
FBgn0261394	FBgn0114249	Dere\GG22074	EOG09190DXM
FBgn0261395	FBgn0104182	Dere\GG11887	EOG09190DRG
FBgn0261396	FBgn0113338	Dere\GG21155	EOG09190727
FBgn0261397	FBgn0115433	Dere\GG23282	EOG091900CG
FBgn0261399	FBgn0103247	Dere\GG10944	EOG09190B4G
FBgn0261401	FBgn0108017	Dere\GG15777	EOG091902KO
FBgn0261402	FBgn0278382	Dere\GG27077	EOG09190586
FBgn0261403	FBgn0108940	Dere\GG16710	EOG0919019O
FBgn0261434	FBgn0103940	Dere\GG11643	EOG09190D5D
FBgn0261436	FBgn0104069	Dere\GG11774	EOG091909SN
FBgn0261437	FBgn0102847	Dere\GG10539	EOG09190I7D
FBgn0261439	FBgn0113095	Dere\GG20911	EOG091903UH
FBgn0261444	FBgn0104999	Dere\GG12712	EOG091902GE
FBgn0261445	FBgn0107270	Dere\GG15016	EOG091906QD
FBgn0261446	FBgn0105054	Dere\GG12768	EOG09190BXZ
FBgn0261456	FBgn0113087	Dere\GG20903	EOG091905XZ
FBgn0261458	FBgn0116742	Dere\GG24610	EOG091904TW
FBgn0261461	FBgn0110294	Dere\GG18077	EOG0919047J
FBgn0261477	FBgn0114074	Dere\GG21896	EOG0919064O
FBgn0261479	FBgn0104152	Dere\GG11857	EOG09190C5S
FBgn0261502	FBgn0106314	Dere\GG14052	EOG09190G4H
FBgn0261506	FBgn0277913	Dere\GG26608	EOG09190I92
FBgn0261507	FBgn0278374	Dere\GG27069	EOG09190HIF
FBgn0261509	FBgn0116928	Dere\GG24798	EOG091902ZN
FBgn0261514	FBgn0116040	Dere\GG23901	EOG091905GA
FBgn0261524	FBgn0109975	Dere\GG17753	EOG09190AT6
FBgn0261526	FBgn0106439	Dere\NT1	EOG091902G6
FBgn0261529	FBgn0116054	Dere\GG23915	EOG091900HE
FBgn0261530	FBgn0106274	Dere\GG14012	EOG091902KB
FBgn0261531	FBgn0278121	Dere\GG26816	EOG09190KQN
FBgn0261532	FBgn0108937	Dere\GG16707	EOG091901HL
FBgn0261534	FBgn0102463	Dere\GG10152	EOG09190H4E
FBgn0261535	FBgn0116393	Dere\GG24261	EOG0919047L
FBgn0261536	FBgn0277559	Dere\GG26254	EOG09190IYA
FBgn0261537	FBgn0278523	Dere\GG27218	EOG09190K7D
FBgn0261538	FBgn0278359	Dere\GG27054	EOG09190KVN
FBgn0261545	FBgn0112522	Dere\GG20331	EOG091905KD
FBgn0261547	FBgn0105862	Dere\GG13597	EOG091900CN
FBgn0261549	FBgn0110494	Dere\GG18278	EOG09190171
FBgn0261550	FBgn0115984	Dere\GG23845	EOG09190204
FBgn0261552	FBgn0109028	Dere\GG16798	EOG091905J3
FBgn0261553	FBgn0107742	Dere\GG15492	EOG091901VC
FBgn0261554	FBgn0114283	Dere\GG22108	EOG091900NV
FBgn0261555	FBgn0107637	Dere\GG15385	EOG091903QD
FBgn0261556	FBgn0105612	Dere\GG13340	EOG091900XI
FBgn0261560	FBgn0117077	Dere\GG24948	EOG09190IUR
FBgn0261561	FBgn0105332	Dere\GG13059	EOG09190ER1
FBgn0261562	FBgn0107083	Dere\GG14828	EOG09190C2I
FBgn0261563	FBgn0116053	Dere\GG23914	EOG0919001W
FBgn0261564	FBgn0114981	Dere\GG22816	EOG091905AE
FBgn0261565	FBgn0105855	Dere\GG13590	EOG091900KL
FBgn0261567	FBgn0278363	Dere\GG27058	EOG09190JMN
FBgn0261568	FBgn0277650	Dere\GG26345	EOG09190JU0
FBgn0261570	FBgn0111335	Dere\GG19129	EOG0919018X
FBgn0261571	FBgn0116378	Dere\GG24246	EOG091900IM
FBgn0261573	FBgn0111436	Dere\GG19230	EOG091907AQ
FBgn0261574	FBgn0108314	Dere\GG16079	EOG09190014
FBgn0261575	FBgn0104542	Dere\GG12250	EOG091903M9
FBgn0261582	FBgn0277638	Dere\GG26333	EOG09190KQT
FBgn0261583	FBgn0277546	Dere\GG26241	EOG09190JK3
FBgn0261587	FBgn0113149	Dere\GG20965	EOG09190IKB
FBgn0261588	FBgn0115504	Dere\GG23353	EOG091905QS
FBgn0261592	FBgn0109824	Dere\GG17600	EOG09190F4F
FBgn0261596	FBgn0113956	Dere\GG21778	EOG09190JFY
FBgn0261597	FBgn0113888	Dere\GG21710	EOG09190JHH
FBgn0261599	FBgn0109374	Dere\GG17147	EOG09190KM2
FBgn0261602	FBgn0107125	Dere\GG14870	EOG09190DYR
FBgn0261608	FBgn0117179	Dere\GG25050	EOG09190K73
FBgn0261609	FBgn0111525	Dere\GG19321	EOG09190D08
FBgn0261610	FBgn0110993	Dere\GG18785	EOG0919035A
FBgn0261611	FBgn0112460	Dere\GG20269	EOG091908QA
FBgn0261612	FBgn0114458	Dere\GG22286	EOG091902OO
FBgn0261614	FBgn0277489	Dere\GG26184	EOG09190KEQ
FBgn0261617	FBgn0111169	Dere\GG18963	EOG091900IP
FBgn0261618	FBgn0104364	Dere\GG12072	EOG091901PK
FBgn0261624	FBgn0109794	Dere\GG17569	EOG09190HZD
FBgn0261625	FBgn0114731	Dere\GG22560	EOG091903CI
FBgn0261627	FBgn0278499	Dere\GG27194	EOG09190HO3
FBgn0261628	FBgn0277485	Dere\GG26180	EOG09190J9U
FBgn0261631	FBgn0277947	Dere\GG26642	EOG09190J26
FBgn0261633	FBgn0278087	Dere\GG26782	EOG09190K21
FBgn0261634	FBgn0277705	Dere\GG26400	EOG09190JFA
FBgn0261635	FBgn0277641	Dere\GG26336	EOG09190K5D
FBgn0261641	FBgn0102808	Dere\GG10500	EOG0919035W
FBgn0261647	FBgn0116979	Dere\GG24849	EOG091904YY
FBgn0261648	FBgn0102620	Dere\GG10311	EOG091901ZJ
FBgn0261649	FBgn0114719	Dere\GG22548	EOG091901P2
FBgn0261671	FBgn0113253	Dere\GG21070	EOG0919000F
FBgn0261673	FBgn0114732	Dere\GG22561	EOG09190CUZ
FBgn0261674	FBgn0107843	Dere\GG15598	EOG091909MI
FBgn0261675	FBgn0111902	Dere\GG19701	EOG091901FG
FBgn0261679	FBgn0109147	Dere\GG16919	EOG09190AGD
FBgn0261680	FBgn0277618	Dere\GG26313	EOG09190FHG
FBgn0261681	FBgn0277500	Dere\GG26195	EOG09190HCS
FBgn0261682	FBgn0105811	Dere\GG13540	EOG09190H6Q
FBgn0261683	FBgn0278407	Dere\GG27102	EOG09190GHL
FBgn0261686	FBgn0117340	Dere\GG25216	EOG09190KYQ
FBgn0261697	FBgn0277933	Dere\GG26628	EOG09190BK8
FBgn0261698	FBgn0117343	Dere\GG25219	EOG091900I7
FBgn0261703	FBgn0110093	Dere\GG17873	EOG0919062B
FBgn0261704	FBgn0277664	Dere\GG26359	EOG09190L3A
FBgn0261705	FBgn0112270	Dere\GG20076	EOG09190FHV
FBgn0261710	FBgn0111125	Dere\GG18919	EOG0919022D
FBgn0261714	FBgn0109383	Dere\GG17156	EOG09190HBV
FBgn0261722	FBgn0105792	Dere\GG13520	EOG09190FZB
FBgn0261723	FBgn0107091	Dere\GG14836	EOG091908MC
FBgn0261786	FBgn0115019	Dere\GG22862	EOG091905AV
FBgn0261787	FBgn0113739	Dere\GG21561	EOG0919018Z
FBgn0261788	FBgn0107197	Dere\GG14943	EOG09190034
FBgn0261789	FBgn0102830	Dere\GG10522	EOG09190JBR
FBgn0261790	FBgn0277533	Dere\GG26228	EOG09190JOH
FBgn0261791	FBgn0110456	Dere\GG18240	EOG09190KAI
FBgn0261792	FBgn0108475	Dere\GG16240	EOG09190JN7
FBgn0261793	FBgn0110465	Dere\GG18249	EOG0919026L
FBgn0261794	FBgn0115060	Dere\GG22903	EOG0919018L
FBgn0261797	FBgn0106420	Dere\GG14159	EOG0919000J
FBgn0261799	FBgn0108116	Dere\GG15880	EOG091905AY
FBgn0261800	FBgn0102806	Dere\GG10498	EOG091900A7
FBgn0261801	FBgn0107596	Dere\GG15344	EOG09190A41
FBgn0261802	FBgn0113541	Dere\GG21362	EOG091900SC
FBgn0261803	FBgn0110955	Dere\GG18746	EOG09190A9L
FBgn0261804	FBgn0113894	Dere\GG21716	EOG091902WL
FBgn0261806	FBgn0113863	Dere\GG21685	EOG09190HKP
FBgn0261807	FBgn0277440	Dere\GG26135	EOG09190KXU
FBgn0261808	FBgn0278550	Dere\GG27245	EOG0919043L
FBgn0261811	FBgn0110238	Dere\GG18020	EOG0919038M
FBgn0261816	FBgn0277977	Dere\GG26672	EOG09190KR9
FBgn0261817	FBgn0277715	Dere\GG26410	EOG09190KZR
FBgn0261822	FBgn0102821	Dere\GG10513	EOG091908DB
FBgn0261823	FBgn0112652	Dere\GG20462	EOG091901T0
FBgn0261830	FBgn0277597	Dere\GG26292	EOG09190HWB
FBgn0261831	FBgn0277483	Dere\GG26178	EOG09190GPD
FBgn0261832	FBgn0278514	Dere\GG27209	EOG09190FDY
FBgn0261836	FBgn0117184	Dere\GG25055	EOG09190002
FBgn0261838	FBgn0116685	Dere\GG24553	EOG09190IM6
FBgn0261839	FBgn0278186	Dere\GG26881	EOG09190ISB
FBgn0261840	FBgn0277457	Dere\GG26152	EOG09190KXC
FBgn0261841	FBgn0277708	Dere\GG26403	EOG09190J99
FBgn0261842	FBgn0116696	Dere\GG24564	EOG09190K9S
FBgn0261843	FBgn0278147	Dere\GG26842	EOG09190JYB
FBgn0261845	FBgn0116707	Dere\GG24575	EOG09190JM8
FBgn0261846	FBgn0277955	Dere\GG26650	EOG09190KA6
FBgn0261848	FBgn0109848	Dere\GG17625	EOG09190E4W
FBgn0261849	FBgn0278462	Dere\GG27157	EOG09190L17
FBgn0261850	FBgn0114271	Dere\GG22096	EOG091902R8
FBgn0261854	FBgn0114552	Dere\GG22380	EOG091903XN
FBgn0261858	FBgn0277803	Dere\GG26498	EOG09190KSK
FBgn0261859	FBgn0113108	Dere\GG20924	EOG091900XX
FBgn0261860	FBgn0277779	Dere\GG26474	EOG09190JXW
FBgn0261862	FBgn0114908	Dere\GG22743	EOG091902HE
FBgn0261871	FBgn0102650	Dere\GG10341	EOG09190B6R
FBgn0261872	FBgn0108071	Dere\GG15832	EOG091902XW
FBgn0261873	FBgn0111510	Dere\GG19306	EOG0919017I
FBgn0261881	FBgn0116362	Dere\GG24230	EOG09190F10
FBgn0261885	FBgn0108988	Dere\GG16758	EOG091900R9
FBgn0261928	FBgn0109710	Dere\GG17485	EOG091900BY
FBgn0261929	FBgn0103478	Dere\GG11177	EOG091902O7
FBgn0261930	FBgn0105074	Dere\GG12796	EOG0919096O
FBgn0261931	FBgn0110535	Dere\GG18319	EOG091901KD
FBgn0261932	FBgn0277774	Dere\GG26469	EOG09190KH9
FBgn0261933	FBgn0106073	Dere\GG13810	EOG09190JZZ
FBgn0261934	FBgn0107282	Dere\GG15028	EOG091900P4
FBgn0261938	FBgn0116746	Dere\GG24614	EOG091900RA
FBgn0261952	FBgn0106458	Dere\GG14197	EOG09190IAJ
FBgn0261953	FBgn0108441	Dere\GG16206	EOG091908W0
FBgn0261954	FBgn0105171	Dere\GG12898	EOG091900IR
FBgn0261955	FBgn0111792	Dere\GG19590	EOG0919065U
FBgn0261963	FBgn0117202	Dere\GG25073	EOG091909V8
FBgn0261975	FBgn0278208	Dere\GG26903	EOG09190KF5
FBgn0261976	FBgn0116515	Dere\GG24383	EOG09190G9B
FBgn0261983	FBgn0115847	Dere\GG23706	EOG091904RK
FBgn0261984	FBgn0108069	Dere\GG15830	EOG091901A2
FBgn0261985	FBgn0106975	Dere\GG14719	EOG091901U1
FBgn0261986	FBgn0103718	Dere\GG11418	EOG091906G2
FBgn0261987	FBgn0114630	Dere\GG22459	EOG091903HR
FBgn0261988	FBgn0104103	Dere\GG11808	EOG0919044X
FBgn0261989	FBgn0114650	Dere\GG22479	EOG09190EHO
FBgn0261990	FBgn0278390	Dere\GG27085	EOG09190IJQ
FBgn0261991	FBgn0115993	Dere\GG23854	EOG09190KR7
FBgn0261992	FBgn0278496	Dere\GG27191	EOG09190K7S
FBgn0261993	FBgn0104638	Dere\GG12348	EOG09190BHA
FBgn0261994	FBgn0278107	Dere\GG26802	EOG09190EP1
FBgn0261995	FBgn0104424	Dere\GG12132	EOG09190A5R
FBgn0261996	FBgn0278507	Dere\GG27202	EOG09190EWU
FBgn0261998	FBgn0108024	Dere\GG15784	EOG0919010O
FBgn0261999	FBgn0117318	Dere\GG25194	EOG091900WL
FBgn0262001	FBgn0115593	Dere\GG23446	EOG09190J37
FBgn0262002	FBgn0115592	Dere\GG23445	EOG091903W5
FBgn0262005	FBgn0109005	Dere\GG16775	EOG09190HM3
FBgn0262006	FBgn0277902	Dere\GG26597	EOG09190HW9
FBgn0262008	FBgn0106246	Dere\GG13984	EOG09190AJ9
FBgn0262009	FBgn0103504	Dere\GG11203	EOG09190IXA
FBgn0262010	FBgn0278301	Dere\GG26996	EOG09190JVT
FBgn0262017	FBgn0278123	Dere\GG26818	EOG09190HTN
FBgn0262018	FBgn0113905	Dere\GG21727	EOG091900BH
FBgn0262020	FBgn0277662	Dere\GG26357	EOG09190JLP
FBgn0262022	FBgn0278332	Dere\GG27027	EOG09190KU1
FBgn0262024	FBgn0278151	Dere\GG26846	EOG09190JRM
FBgn0262026	FBgn0112770	Dere\GG20580	EOG09190KKF
FBgn0262029	FBgn0117409	Dere\GG25288	EOG091900XN
FBgn0262030	FBgn0278426	Dere\GG27121	EOG09190KCM
FBgn0262035	FBgn0278542	Dere\GG27237	EOG09190H83
FBgn0262036	FBgn0277575	Dere\GG26270	EOG09190JCP
FBgn0262057	FBgn0108336	Dere\GG16101	EOG09190904
FBgn0262081	FBgn0109435	Dere\GG17208	EOG091903AT
FBgn0262098	FBgn0115166	Dere\GG23009	EOG09190KM4
FBgn0262100	FBgn0107998	Dere\GG15756	EOG09190E6K
FBgn0262101	FBgn0278037	Dere\GG26732	EOG09190K8U
FBgn0262102	FBgn0114093	Dere\GG21915	EOG09190KAU
FBgn0262103	FBgn0114094	Dere\GG21916	EOG091900U2
FBgn0262104	FBgn0277524	Dere\GG26219	EOG09190J1X
FBgn0262111	FBgn0111318	Dere\GG19112	EOG091900V8
FBgn0262112	FBgn0103991	Dere\GG11695	EOG09190BHO
FBgn0262114	FBgn0116300	Dere\GG24167	EOG091904AS
FBgn0262115	FBgn0113579	Dere\GG21400	EOG091906V9
FBgn0262116	FBgn0113564	Dere\GG21385	EOG09190K5E
FBgn0262117	FBgn0115275	Dere\GG23122	EOG091901EK
FBgn0262123	FBgn0277991	Dere\GG26686	EOG091902KS
FBgn0262124	FBgn0278062	Dere\GG26757	EOG091902JG
FBgn0262125	FBgn0105251	Dere\GG12978	EOG091902OZ
FBgn0262126	FBgn0116676	Dere\GG24544	EOG091902HH
FBgn0262127	FBgn0113304	Dere\GG21121	EOG091901LH
FBgn0262139	FBgn0106918	Dere\GG14662	EOG0919021O
FBgn0262140	FBgn0277855	Dere\GG26550	EOG09190L0P
FBgn0262141	FBgn0277642	Dere\GG26337	EOG09190KJ2
FBgn0262143	FBgn0277794	Dere\GG26489	EOG09190KZW
FBgn0262144	FBgn0278173	Dere\GG26868	EOG09190JLU
FBgn0262146	FBgn0277793	Dere\GG26488	EOG09190KWW
FBgn0262150	FBgn0277467	Dere\GG26162	EOG09190GFT
FBgn0262160	FBgn0102540	Dere\GG10230	EOG091900D9
FBgn0262166	FBgn0114466	Dere\GG22294	EOG091908GQ
FBgn0262167	FBgn0103603	Dere\GG11302	EOG091900JF
FBgn0262169	FBgn0116266	Dere\GG24133	EOG091904I7
FBgn0262170	FBgn0278136	Dere\GG26831	EOG09190JUI
FBgn0262351	FBgn0277998	Dere\GG26693	EOG09190GCD
FBgn0262352	FBgn0115949	Dere\GG23810	EOG09190GPR
FBgn0262354	FBgn0117241	Dere\GG25113	EOG09190JLD
FBgn0262356	FBgn0277751	Dere\GG26446	EOG09190J1Y
FBgn0262358	FBgn0277916	Dere\GG26611	EOG09190KCO
FBgn0262359	FBgn0115609	Dere\GG23462	EOG09190JHW
FBgn0262360	FBgn0114648	Dere\GG22477	EOG09190JVK
FBgn0262361	FBgn0277670	Dere\GG26365	EOG09190KJ4
FBgn0262364	FBgn0278213	Dere\GG26908	EOG09190H90
FBgn0262365	FBgn0111660	Dere\GG19457	EOG09190IFW
FBgn0262467	FBgn0116466	Dere\GG24334	EOG09190E2C
FBgn0262473	FBgn0103802	Dere\GG11504	EOG091901OE
FBgn0262475	FBgn0115919	Dere\GG23780	EOG091908RT
FBgn0262476	FBgn0114080	Dere\GG21902	EOG091903E7
FBgn0262477	FBgn0109565	Dere\GG17338	EOG091905SR
FBgn0262478	FBgn0277645	Dere\GG26340	EOG09190H3Y
FBgn0262479	FBgn0114111	Dere\GG21933	EOG09190KA2
FBgn0262480	FBgn0278093	Dere\GG26788	EOG09190ITT
FBgn0262482	FBgn0277946	Dere\GG26641	EOG09190KIQ
FBgn0262483	FBgn0109153	Dere\GG16925	EOG091901MS
FBgn0262484	FBgn0278000	Dere\GG26695	EOG09190ILP
FBgn0262487	FBgn0110423	Dere\GG18207	EOG09190HYO
FBgn0262508	FBgn0106587	Dere\GG14326	EOG0919007K
FBgn0262509	FBgn0108527	Dere\GG16293	EOG0919007Q
FBgn0262511	FBgn0114445	Dere\GG22273	EOG091904FT
FBgn0262512	FBgn0114511	Dere\GG22339	EOG09190II5
FBgn0262513	FBgn0114409	Dere\GG22236	EOG09190J7N
FBgn0262514	FBgn0113174	Dere\GG20990	EOG09190HGL
FBgn0262515	FBgn0115573	Dere\GG23426	EOG09190AM2
FBgn0262517	FBgn0105669	Dere\GG13397	EOG091900C7
FBgn0262518	FBgn0105637	Dere\GG13365	EOG09190FFX
FBgn0262519	FBgn0105635	Dere\GG13363	EOG091900FF
FBgn0262524	FBgn0107826	Dere\GG15580	EOG09190FDS
FBgn0262527	FBgn0109181	Dere\GG16953	EOG091903H9
FBgn0262528	FBgn0278501	Dere\GG27196	EOG09190K75
FBgn0262529	FBgn0278573	Dere\GG27268	EOG09190IIE
FBgn0262531	FBgn0277738	Dere\GG26433	EOG09190ELD
FBgn0262534	FBgn0108465	Dere\GG16230	EOG09190DGD
FBgn0262535	FBgn0277833	Dere\GG26528	EOG09190IT2
FBgn0262537	FBgn0278315	Dere\GG27010	EOG09190IWQ
FBgn0262538	FBgn0277614	Dere\GG26309	EOG09190HKM
FBgn0262540	FBgn0278006	Dere\GG26701	EOG09190KLI
FBgn0262541	FBgn0278191	Dere\GG26886	EOG09190IYN
FBgn0262544	FBgn0107405	Dere\GG15152	EOG09190I40
FBgn0262559	FBgn0114924	Dere\GG22759	EOG09190B6Z
FBgn0262560	FBgn0114443	Dere\GG22271	EOG091909IS
FBgn0262562	FBgn0108985	Dere\GG16755	EOG0919007T
FBgn0262563	FBgn0114385	Dere\GG22211	EOG09190K71
FBgn0262566	FBgn0278375	Dere\GG27070	EOG09190HM2
FBgn0262567	FBgn0278297	Dere\GG26992	EOG09190KWI
FBgn0262568	FBgn0114378	Dere\GG22204	EOG09190J8B
FBgn0262571	FBgn0114164	Dere\GG21986	EOG09190J53
FBgn0262572	FBgn0112372	Dere\GG20178	EOG09190KOU
FBgn0262574	FBgn0277746	Dere\GG26441	EOG09190KUU
FBgn0262576	FBgn0104501	Dere\GG12209	EOG09190IDO
FBgn0262579	FBgn0106726	Dere\GG14467	EOG091900VE
FBgn0262581	FBgn0105980	Dere\GG13717	EOG09190KWM
FBgn0262582	FBgn0115962	Dere\GG23823	EOG091900JL
FBgn0262583	FBgn0115427	Dere\GG23276	EOG09190FNF
FBgn0262588	FBgn0277936	Dere\GG26631	EOG09190FUP
FBgn0262592	FBgn0106232	Dere\GG13970	EOG09190GEE
FBgn0262593	FBgn0107144	Dere\GG14890	EOG0919017A
FBgn0262594	FBgn0116240	Dere\GG24101	EOG09190H38
FBgn0262595	FBgn0114092	Dere\GG21914	EOG09190GLB
FBgn0262598	FBgn0115602	Dere\GG23455	EOG091902T9
