FBgn0000008	FBgn0231782	Dyak\GE14160	EOG091902HN
FBgn0050360	FBgn0236562	Dyak\Mal-A6	EOG0919042G
FBgn0050361	FBgn0240176	Dyak\GE22975	EOG09190167
FBgn0050363	FBgn0240303	Dyak\GE23102	EOG09190CHB
FBgn0050364	FBgn0240335	Dyak\GE23134	EOG09190BD0
FBgn0050365	FBgn0240338	Dyak\GE23137	EOG0919089N
FBgn0050366	FBgn0240314	Dyak\GE23113	EOG09190C1H
FBgn0050369	FBgn0236546	Dyak\GE19187	EOG09190JSZ
FBgn0050371	FBgn0240353	Dyak\GE23152	EOG091908QS
FBgn0050372	FBgn0240508	Dyak\GE23312	EOG0919019G
FBgn0050373	FBgn0240433	Dyak\GE23234	EOG09190HEG
FBgn0050375	FBgn0240364	Dyak\GE23163	EOG091908OP
FBgn0050376	FBgn0240373	Dyak\GE23172	EOG09190FK4
FBgn0050377	FBgn0236515	Dyak\GE19155	EOG091904I1
FBgn0050378	FBgn0236522	Dyak\GE19162	EOG09190HV6
FBgn0050379	FBgn0236519	Dyak\GE19159	EOG09190D89
FBgn0050380	FBgn0240667	Dyak\GE23487	EOG09190JP3
FBgn0050381	FBgn0240698	Dyak\GE23519	EOG09190EB4
FBgn0050383	FBgn0240758	Dyak\GE23585	EOG09190ET4
FBgn0050384	FBgn0236475	Dyak\GE19115	EOG091904HZ
FBgn0050385	FBgn0236474	Dyak\GE19114	EOG091906DX
FBgn0050389	FBgn0231393	Dyak\GE13739	EOG09190596
FBgn0050390	FBgn0231377	Dyak\GE13723	EOG09190D1P
FBgn0050392	FBgn0231378	Dyak\GE13724	EOG09190F8Y
FBgn0050394	FBgn0231374	Dyak\GE13720	EOG09190356
FBgn0050395	FBgn0229981	Dyak\GE12222	EOG091903OK
FBgn0050398	FBgn0229978	Dyak\GE12219	EOG09190DI8
FBgn0050401	FBgn0231320	Dyak\GE13663	EOG09190FW2
FBgn0050403	FBgn0231335	Dyak\GE13679	EOG09190G3W
FBgn0050404	FBgn0231334	Dyak\GE13678	EOG09190CR5
FBgn0050410	FBgn0231895	Dyak\GE14279	EOG09190E19
FBgn0050411	FBgn0231904	Dyak\GE14288	EOG09190KW0
FBgn0050412	FBgn0229384	Dyak\GE11584	EOG09190C8C
FBgn0050413	FBgn0229381	Dyak\GE11581	EOG09190K39
FBgn0050416	FBgn0229383	Dyak\GE11583	EOG091908V3
FBgn0050417	FBgn0229382	Dyak\GE11582	EOG09190EWB
FBgn0050418	FBgn0231999	Dyak\GE14391	EOG0919075O
FBgn0050419	FBgn0229278	Dyak\GE11473	EOG09190DT2
FBgn0050421	FBgn0232043	Dyak\GE14437	EOG091902G7
FBgn0050423	FBgn0229216	Dyak\GE11406	EOG09190J5G
FBgn0050424	FBgn0229205	Dyak\GE11395	EOG09190BKB
FBgn0050428	FBgn0232074	Dyak\GE14469	EOG09190FVM
FBgn0050429	FBgn0232073	Dyak\GE14468	EOG09190AZF
FBgn0050431	FBgn0238058	Dyak\GE20758	EOG09190C7O
FBgn0050432	FBgn0236765	Dyak\GE19422	EOG09190J8Z
FBgn0050438	FBgn0229123	Dyak\GE11306	EOG091905X3
FBgn0050440	FBgn0229114	Dyak\GE11297	EOG091901MM
FBgn0050443	FBgn0236425	Dyak\GE19063	EOG091905IL
FBgn0050446	FBgn0241709	Dyak\GE24598	EOG09190454
FBgn0050447	FBgn0229856	Dyak\GE12085	EOG09190IT4
FBgn0050456	FBgn0229444	Dyak\GE11646	EOG091905DF
FBgn0050460	FBgn0231837	Dyak\GE14217	EOG091900RT
FBgn0050461	FBgn0231848	Dyak\GE14228	EOG09190ELR
FBgn0050462	FBgn0231847	Dyak\GE14227	EOG091908C2
FBgn0050463	FBgn0231673	Dyak\GE14045	EOG091903Q6
FBgn0050466	FBgn0229516	Dyak\GE11722	EOG09190BB2
FBgn0050467	FBgn0229510	Dyak\GE11716	EOG0919088B
FBgn0050476	FBgn0231268	Dyak\GE13608	EOG09190J68
FBgn0050480	FBgn0276453	Dyak\GE28298	EOG0919047D
FBgn0050481	FBgn0230303	Dyak\GE12572	EOG09190ID8
FBgn0050484	FBgn0230299	Dyak\GE12568	EOG091901Y1
FBgn0050485	FBgn0230300	Dyak\GE12569	EOG0919021F
FBgn0050486	FBgn0231094	Dyak\GE13416	EOG09190CTU
FBgn0050487	FBgn0231087	Dyak\GE13409	EOG09190HJV
FBgn0050488	FBgn0231096	Dyak\GE13418	EOG09190DE3
FBgn0050491	FBgn0236497	Dyak\GE19137	EOG09190B9A
FBgn0050493	FBgn0236503	Dyak\GE19143	EOG09190DQI
FBgn0050495	FBgn0236498	Dyak\GE19138	EOG09190CUT
FBgn0050496	FBgn0276347	Dyak\GE28192	EOG091904RX
FBgn0050497	FBgn0240815	Dyak\GE23651	EOG091904E3
FBgn0050499	FBgn0240982	Dyak\GE23827	EOG09190EWT
FBgn0050502	FBgn0241156	Dyak\GE24014	EOG09190B6I
FBgn0050503	FBgn0241175	Dyak\GE24036	EOG09190IAC
FBgn0051004	FBgn0240524	Dyak\GE23331	EOG091900HY
FBgn0051005	FBgn0240519	Dyak\GE23324	EOG091907XE
FBgn0051007	FBgn0240536	Dyak\GE23343	EOG09190J1S
FBgn0051008	FBgn0240537	Dyak\GE23344	EOG09190JUU
FBgn0051010	FBgn0240557	Dyak\GE23364	EOG09190FAO
FBgn0051014	FBgn0240573	Dyak\GE23380	EOG0919059N
FBgn0051015	FBgn0240561	Dyak\GE23368	EOG09190665
FBgn0051016	FBgn0228728	Dyak\GE10895	EOG091906NX
FBgn0051017	FBgn0228726	Dyak\GE10893	EOG091907WV
FBgn0051019	FBgn0228724	Dyak\GE10891	EOG091905A5
FBgn0051021	FBgn0228725	Dyak\GE10892	EOG091907CM
FBgn0051025	FBgn0240603	Dyak\GE23414	EOG091905HX
FBgn0051028	FBgn0240596	Dyak\GE23406	EOG091900XZ
FBgn0051029	FBgn0240602	Dyak\GE23413	EOG09190216
FBgn0051030	FBgn0240597	Dyak\GE23407	EOG09190B66
FBgn0051036	FBgn0241047	Dyak\GE23899	EOG09190209
FBgn0051038	FBgn0241044	Dyak\GE23896	EOG091905ZG
FBgn0051040	FBgn0228275	Dyak\GE10410	EOG091904LZ
FBgn0051041	FBgn0228309	Dyak\GE10448	EOG09190GY3
FBgn0051050	FBgn0228359	Dyak\GE10501	EOG09190KGK
FBgn0051051	FBgn0228371	Dyak\GE10513	EOG09190FML
FBgn0051055	FBgn0228404	Dyak\GE10547	EOG09190KD3
FBgn0051064	FBgn0228434	Dyak\GE10579	EOG091904KM
FBgn0051065	FBgn0276818	Dyak\GE28663	EOG091909M9
FBgn0051068	FBgn0240882	Dyak\GE23724	EOG0919043A
FBgn0051072	FBgn0228466	Dyak\GE10613	EOG09190251
FBgn0051075	FBgn0228457	Dyak\GE10603	EOG091907V5
FBgn0051076	FBgn0228456	Dyak\GE10602	EOG09190HM5
FBgn0051077	FBgn0240865	Dyak\GE23707	EOG091901PW
FBgn0051080	FBgn0240841	Dyak\GE23681	EOG09190H4B
FBgn0051081	FBgn0240842	Dyak\GE23682	EOG09190DVJ
FBgn0051088	FBgn0276151	Dyak\GE27996	EOG09190KRJ
FBgn0051089	FBgn0240804	Dyak\GE23632	EOG0919085X
FBgn0051091	FBgn0240803	Dyak\GE23631	EOG091907IK
FBgn0051093	FBgn0228510	Dyak\GE10661	EOG09190HPS
FBgn0051097	FBgn0228559	Dyak\GE10714	EOG091907ZK
FBgn0051098	FBgn0228561	Dyak\GE10716	EOG09190914
FBgn0051099	FBgn0228556	Dyak\GE10711	EOG091908QV
FBgn0051100	FBgn0241908	Dyak\GE24807	EOG091904C4
FBgn0051102	FBgn0228560	Dyak\GE10715	EOG091908S0
FBgn0051103	FBgn0240748	Dyak\GE23572	EOG091907BM
FBgn0051105	FBgn0228608	Dyak\GE10766	EOG091907U4
FBgn0051106	FBgn0240747	Dyak\GE23571	EOG091905XR
FBgn0051108	FBgn0228582	Dyak\GE10739	EOG091901WM
FBgn0051109	FBgn0228590	Dyak\GE10747	EOG09190HXE
FBgn0051111	FBgn0228589	Dyak\GE10746	EOG09190CO5
FBgn0051115	FBgn0240720	Dyak\GE23544	EOG09190C9C
FBgn0051116	FBgn0227965	Dyak\GE10083	EOG091901LA
FBgn0051118	FBgn0228612	Dyak\GE10770	EOG09190FMS
FBgn0051119	FBgn0228610	Dyak\GE10768	EOG09190AS9
FBgn0051121	FBgn0228601	Dyak\GE10759	EOG09190318
FBgn0051122	FBgn0242280	Dyak\GE25196	EOG091909WL
FBgn0051125	FBgn0228625	Dyak\GE10783	EOG09190CW5
FBgn0051126	FBgn0240684	Dyak\GE23505	EOG09190IDK
FBgn0051133	FBgn0228666	Dyak\GE10826	EOG0919077R
FBgn0051140	FBgn0240619	Dyak\GE23434	EOG091900Z7
FBgn0051141	FBgn0228265	Dyak\GE10400	EOG09190ECO
FBgn0051145	FBgn0241081	Dyak\GE23938	EOG091902HC
FBgn0051148	FBgn0228250	Dyak\GE10384	EOG091906LG
FBgn0051151	FBgn0241154	Dyak\GE24012	EOG0919019Q
FBgn0051155	FBgn0243428	Dyak\GE26402	EOG09190GM8
FBgn0051156	FBgn0241163	Dyak\GE24021	EOG0919035F
FBgn0051157	FBgn0243274	Dyak\GE26243	EOG091909LC
FBgn0051158	FBgn0228183	Dyak\GE10315	EOG091901EX
FBgn0051159	FBgn0228185	Dyak\GE10317	EOG0919038S
FBgn0051161	FBgn0228186	Dyak\GE10318	EOG09190ARM
FBgn0051163	FBgn0228150	Dyak\GE10277	EOG091902RG
FBgn0051164	FBgn0228145	Dyak\GE10272	EOG091905EZ
FBgn0051174	FBgn0241217	Dyak\GE24078	EOG09190G83
FBgn0051176	FBgn0242060	Dyak\GE24966	EOG09190EZP
FBgn0051183	FBgn0243381	Dyak\GE26352	EOG091900NU
FBgn0051184	FBgn0276979	Dyak\GE28824	EOG09190K3Y
FBgn0051189	FBgn0276539	Dyak\GE28384	EOG09190DK7
FBgn0051195	FBgn0242131	Dyak\GE25042	EOG0919026S
FBgn0051198	FBgn0228112	Dyak\GE10238	EOG0919031Z
FBgn0051199	FBgn0242134	Dyak\GE25045	EOG09190FX9
FBgn0051200	FBgn0242133	Dyak\GE25044	EOG09190CGZ
FBgn0051201	FBgn0242141	Dyak\GE25052	EOG091900XL
FBgn0051202	FBgn0277366	Dyak\GE29211	EOG0919067R
FBgn0051204	FBgn0240514	Dyak\GE23319	EOG09190BGG
FBgn0051205	FBgn0242742	Dyak\GE25680	EOG09190EB9
FBgn0051211	FBgn0241342	Dyak\GE24211	EOG09190CQ6
FBgn0051213	FBgn0242700	Dyak\GE25638	EOG091900FQ
FBgn0051216	FBgn0242683	Dyak\GE25621	EOG091909S6
FBgn0051217	FBgn0243171	Dyak\GE26132	EOG091906S2
FBgn0051220	FBgn0242679	Dyak\GE25617	EOG09190APF
FBgn0051221	FBgn0242669	Dyak\GE25607	EOG09190E7J
FBgn0051223	FBgn0242748	Dyak\GE25688	EOG09190AN4
FBgn0051224	FBgn0242270	Dyak\GE25185	EOG0919013Z
FBgn0051225	FBgn0228238	Dyak\GE10372	EOG091905TZ
FBgn0051230	FBgn0276494	Dyak\GE28339	EOG09190KHL
FBgn0051233	FBgn0228110	Dyak\GE10236	EOG091902YO
FBgn0051244	FBgn0242215	Dyak\GE25129	EOG09190CK6
FBgn0051245	FBgn0242217	Dyak\GE25131	EOG09190EE2
FBgn0051249	FBgn0242336	Dyak\GE25254	EOG09190FPW
FBgn0051251	FBgn0242337	Dyak\GE25255	EOG09190BX8
FBgn0051262	FBgn0241306	Dyak\GE24175	EOG091905QI
FBgn0051265	FBgn0241724	Dyak\GE24614	EOG09190D1M
FBgn0051266	FBgn0241725	Dyak\GE24615	EOG09190F5K
FBgn0051267	FBgn0227993	Dyak\GE10111	EOG09190D2B
FBgn0051268	FBgn0250782	Dyak\GE26462	EOG09190J8R
FBgn0051269	FBgn0241723	Dyak\GE24613	EOG09190CQK
FBgn0051272	FBgn0241777	Dyak\GE24671	EOG091905HC
FBgn0051278	FBgn0241784	Dyak\GE24678	EOG09190EW2
FBgn0051279	FBgn0241513	Dyak\GE24393	EOG0919082Q
FBgn0051281	FBgn0228208	Dyak\GE10340	EOG09190KRL
FBgn0051287	FBgn0241498	Dyak\GE24377	EOG09190GOU
FBgn0051288	FBgn0228558	Dyak\GE10713	EOG0919083O
FBgn0051294	FBgn0243392	Dyak\GE26363	EOG09190FMM
FBgn0051296	FBgn0243398	Dyak\GE26369	EOG09190CMW
FBgn0051301	FBgn0241423	Dyak\GE24300	EOG091908QJ
FBgn0051313	FBgn0243463	Dyak\GE26442	EOG09190IQ5
FBgn0051320	FBgn0243476	Dyak\GE26455	EOG091902MM
FBgn0051321	FBgn0241359	Dyak\GE24229	EOG091905CL
FBgn0051323	FBgn0240822	Dyak\GE23658	EOG09190H2S
FBgn0051324	FBgn0240820	Dyak\GE23656	EOG09190G70
FBgn0051326	FBgn0227930	Dyak\GE10048	EOG0919069L
FBgn0051337	FBgn0241551	Dyak\GE24434	EOG09190JHS
FBgn0051342	FBgn0243262	Dyak\GE26230	EOG091902QM
FBgn0051343	FBgn0228109	Dyak\GE10235	EOG091901VX
FBgn0051344	FBgn0243427	Dyak\GE26401	EOG091908GU
FBgn0051345	FBgn0241599	Dyak\GE24485	EOG09190F86
FBgn0051347	FBgn0241607	Dyak\GE24493	EOG09190JMA
FBgn0051357	FBgn0228611	Dyak\GE10769	EOG091908WN
FBgn0051358	FBgn0241667	Dyak\GE24555	EOG09190BQZ
FBgn0051361	FBgn0243195	Dyak\GE26159	EOG09190ADV
FBgn0051363	FBgn0227987	Dyak\GE10105	EOG09190G9E
FBgn0051365	FBgn0241125	Dyak\GE23983	EOG091906JE
FBgn0051368	FBgn0241338	Dyak\GE24207	EOG091900LB
FBgn0051370	FBgn0240767	Dyak\GE23594	EOG091909MK
FBgn0051371	FBgn0240574	Dyak\GE23381	EOG0919087G
FBgn0051373	FBgn0241783	Dyak\GE24677	EOG09190FQ2
FBgn0051374	FBgn0241729	Dyak\GE24619	EOG091906TT
FBgn0051380	FBgn0228511	Dyak\GE10662	EOG091908WL
FBgn0051388	FBgn0243126	Dyak\GE26086	EOG091908JR
FBgn0051390	FBgn0241776	Dyak\GE24670	EOG09190FG4
FBgn0051404	FBgn0242218	Dyak\GE25132	EOG09190D2Y
FBgn0051407	FBgn0241817	Dyak\GE24712	EOG09190IK4
FBgn0051410	FBgn0243048	Dyak\GE26005	EOG09190GXA
FBgn0051413	FBgn0228251	Dyak\GE10385	EOG091904TO
FBgn0051414	FBgn0228252	Dyak\GE10386	EOG091904K2
FBgn0051423	FBgn0241196	Dyak\GE24057	EOG0919054H
FBgn0051424	FBgn0241198	Dyak\GE24059	EOG09190751
FBgn0051431	FBgn0228120	Dyak\GE10246	EOG09190A8J
FBgn0051437	FBgn0240773	Dyak\GE23600	EOG09190FA8
FBgn0051439	FBgn0228541	Dyak\GE10695	EOG09190JJ0
FBgn0051441	FBgn0243124	Dyak\GE26084	EOG09190C22
FBgn0051445	FBgn0228321	Dyak\GE10460	EOG091901TB
FBgn0051446	FBgn0241449	Dyak\GE24326	EOG09190EL1
FBgn0051450	FBgn0241942	Dyak\GE24843	EOG09190HXF
FBgn0051453	FBgn0241943	Dyak\GE24844	EOG0919099G
FBgn0051457	FBgn0241124	Dyak\GE23982	EOG09190AS1
FBgn0051459	FBgn0242689	Dyak\GE25627	EOG09190EJ2
FBgn0051460	FBgn0242934	Dyak\GE25884	EOG09190IPK
FBgn0051463	FBgn0242913	Dyak\GE25863	EOG09190AIX
FBgn0051464	FBgn0242912	Dyak\GE25862	EOG09190EIF
FBgn0051465	FBgn0228124	Dyak\GE10251	EOG091907GU
FBgn0051469	FBgn0241536	Dyak\GE24419	EOG09190FZG
FBgn0051475	FBgn0242651	Dyak\GE25588	EOG09190BQ8
FBgn0051481	FBgn0242884	Dyak\GE25834	EOG091909O7
FBgn0051495	FBgn0241530	Dyak\GE24412	EOG09190B36
FBgn0051510	FBgn0228581	Dyak\GE10738	EOG091901PA
FBgn0051515	FBgn0241100	Dyak\GE23958	EOG09190IA9
FBgn0051516	FBgn0242448	Dyak\GE25371	EOG09190E9N
FBgn0051522	FBgn0242426	Dyak\GE25348	EOG091907XJ
FBgn0051523	FBgn0242424	Dyak\GE25346	EOG091909QD
FBgn0051525	FBgn0235500	Dyak\GE18066	EOG09190BWL
FBgn0051528	FBgn0242488	Dyak\GE25418	EOG09190DL0
FBgn0051538	FBgn0242378	Dyak\GE25298	EOG091906DD
FBgn0051542	FBgn0242530	Dyak\GE25462	EOG09190GXK
FBgn0051546	FBgn0241287	Dyak\GE24153	EOG09190ECI
FBgn0051547	FBgn0242357	Dyak\GE25275	EOG091901FR
FBgn0051548	FBgn0241286	Dyak\GE24152	EOG09190EJH
FBgn0051551	FBgn0228025	Dyak\GE10145	EOG0919043E
FBgn0051559	FBgn0241251	Dyak\GE24113	EOG09190BRD
FBgn0051560	FBgn0228079	Dyak\GE10203	EOG09190F23
FBgn0051606	FBgn0236128	Dyak\GE18736	EOG09190GAS
FBgn0051609	FBgn0236209	Dyak\GE18825	EOG09190ISZ
FBgn0051612	FBgn0230691	Dyak\GE12979	EOG091901SL
FBgn0051619	FBgn0230639	Dyak\GE12925	EOG091900SF
FBgn0051626	FBgn0230700	Dyak\GE12991	EOG09190KNJ
FBgn0051627	FBgn0230618	Dyak\GE12903	EOG09190IXQ
FBgn0051632	FBgn0231766	Dyak\GE14143	EOG0919081O
FBgn0051633	FBgn0068338	Dyak\GE18423	EOG091909I9
FBgn0051634	FBgn0235842	Dyak\GE18425	EOG0919069N
FBgn0051635	FBgn0235841	Dyak\GE18424	EOG09190102
FBgn0051636	FBgn0235840	Dyak\GE18422	EOG09190CZX
FBgn0051637	FBgn0231575	Dyak\GE13933	EOG09190906
FBgn0051638	FBgn0231555	Dyak\GE13912	EOG091905A4
FBgn0051642	FBgn0275467	Dyak\GE27312	EOG09190FAV
FBgn0051643	FBgn0242883	Dyak\GE25833	EOG091901Z8
FBgn0051644	FBgn0236345	Dyak\GE18976	EOG09190K0T
FBgn0051646	FBgn0236353	Dyak\GE18984	EOG091906E1
FBgn0051648	FBgn0277272	Dyak\GE29117	EOG09190E3R
FBgn0051659	FBgn0233192	Dyak\GE15622	EOG09190FZM
FBgn0051660	FBgn0235738	Dyak\GE18313	EOG091902QV
FBgn0051661	FBgn0235068	Dyak\GE17615	EOG0919092X
FBgn0051663	FBgn0232916	Dyak\GE15334	EOG0919021X
FBgn0051664	FBgn0232936	Dyak\GE15356	EOG091905W4
FBgn0051665	FBgn0235203	Dyak\GE17758	EOG091902IS
FBgn0051673	FBgn0230100	Dyak\GE12351	EOG09190CZW
FBgn0051674	FBgn0068336	Dyak\GE12352	EOG09190BF3
FBgn0051675	FBgn0230603	Dyak\GE12887	EOG09190J6Z
FBgn0051676	FBgn0230598	Dyak\GE12881	EOG09190HUG
FBgn0051677	FBgn0235527	Dyak\GE18093	EOG09190INA
FBgn0051678	FBgn0231215	Dyak\GE13552	EOG091901L2
FBgn0051679	FBgn0232767	Dyak\GE15179	EOG09190D0Q
FBgn0051681	FBgn0232730	Dyak\GE15141	EOG09190EOF
FBgn0051682	FBgn0232761	Dyak\GE15173	EOG09190CA7
FBgn0051690	FBgn0235605	Dyak\GE18173	EOG091903GB
FBgn0051693	FBgn0230647	Dyak\GE12933	EOG0919049M
FBgn0051694	FBgn0232575	Dyak\GE14985	EOG0919087E
FBgn0051697	FBgn0275468	Dyak\GE27313	EOG09190HKW
FBgn0051698	FBgn0232519	Dyak\GE14929	EOG09190GWI
FBgn0051706	FBgn0230517	Dyak\GE12796	EOG09190EBF
FBgn0051708	FBgn0228474	Dyak\GE10621	EOG091906TC
FBgn0051709	FBgn0228329	Dyak\GE10468	EOG09190IUW
FBgn0051710	FBgn0228267	Dyak\GE10402	EOG09190JM6
FBgn0051712	FBgn0068335	Dyak\GE10160	EOG09190J34
FBgn0051713	FBgn0228029	Dyak\GE10149	EOG09190HPP
FBgn0051715	FBgn0236298	Dyak\GE18925	EOG09190J1B
FBgn0051716	FBgn0236309	Dyak\GE18937	EOG091902F9
FBgn0051717	FBgn0236284	Dyak\GE18910	EOG09190GOB
FBgn0051718	FBgn0275684	Dyak\GE27529	EOG0919044T
FBgn0051719	FBgn0231255	Dyak\GE13593	EOG091904HW
FBgn0051720	FBgn0243327	Dyak\GE26296	EOG091903HF
FBgn0051721	FBgn0235889	Dyak\GE18473	EOG091903HP
FBgn0051729	FBgn0236046	Dyak\GE18642	EOG09190189
FBgn0051730	FBgn0229569	Dyak\GE11776	EOG09190GB1
FBgn0051735	FBgn0238463	Dyak\GE21188	EOG09190A3V
FBgn0051739	FBgn0230493	Dyak\GE12772	EOG091901UR
FBgn0051740	FBgn0230526	Dyak\GE12805	EOG09190L21
FBgn0051741	FBgn0230531	Dyak\GE12811	EOG091905Y4
FBgn0051742	FBgn0230523	Dyak\GE12802	EOG09190CPI
FBgn0051752	FBgn0276543	Dyak\GE28388	EOG091905PS
FBgn0051755	FBgn0227931	Dyak\GE10049	EOG091900IV
FBgn0051759	FBgn0277086	Dyak\GE28931	EOG091905BP
FBgn0051760	FBgn0235984	Dyak\GE18577	EOG091901TZ
FBgn0051773	FBgn0232375	Dyak\GE14783	EOG091903CF
FBgn0051774	FBgn0232368	Dyak\GE14776	EOG091900M8
FBgn0051776	FBgn0235666	Dyak\GE18237	EOG091904DM
FBgn0051777	FBgn0232398	Dyak\GE14806	EOG09190KAN
FBgn0051778	FBgn0232400	Dyak\GE14808	EOG09190K8X
FBgn0051779	FBgn0235406	Dyak\GE17972	EOG09190KPW
FBgn0051784	FBgn0230843	Dyak\GE13147	EOG09190I04
FBgn0051785	FBgn0230467	Dyak\GE12745	EOG09190ASP
FBgn0051787	FBgn0230457	Dyak\GE12735	EOG09190FYU
FBgn0051788	FBgn0230458	Dyak\GE12736	EOG09190KPL
FBgn0051792	FBgn0230912	Dyak\GE13218	EOG091900Y0
FBgn0051797	FBgn0230388	Dyak\GE12661	EOG091906ZG
FBgn0051798	FBgn0230936	Dyak\GE13246	EOG091906FB
FBgn0051800	FBgn0230406	Dyak\GE12680	EOG09190GB4
FBgn0051802	FBgn0230460	Dyak\GE12738	EOG09190HAK
FBgn0051803	FBgn0230835	Dyak\GE13139	EOG09190CDX
FBgn0051804	FBgn0275859	Dyak\GE27704	EOG09190H0G
FBgn0051805	FBgn0230848	Dyak\GE13152	EOG091905PZ
FBgn0051806	FBgn0275772	Dyak\GE27617	EOG09190JG3
FBgn0051807	FBgn0230870	Dyak\GE13175	EOG09190HHU
FBgn0051812	FBgn0230480	Dyak\GE12758	EOG09190EHX
FBgn0051813	FBgn0068527	Dyak\BG:DS08249.4	EOG09190KU9
FBgn0051814	FBgn0229306	Dyak\GE11503	EOG091904E7
FBgn0051815	FBgn0235533	Dyak\GE18099	EOG09190ASY
FBgn0051816	FBgn0230469	Dyak\GE12747	EOG09190JDI
FBgn0051821	FBgn0236723	Dyak\GE19378	EOG091907P2
FBgn0051823	FBgn0236724	Dyak\GE19379	EOG091907Q6
FBgn0051826	FBgn0236731	Dyak\GE19387	EOG09190DT5
FBgn0051832	FBgn0241825	Dyak\GE24720	EOG09190ESX
FBgn0051848	FBgn0229559	Dyak\GE11765	EOG09190E9Q
FBgn0051849	FBgn0229670	Dyak\GE11886	EOG0919073I
FBgn0051851	FBgn0236041	Dyak\GE18637	EOG09190FKL
FBgn0051852	FBgn0236051	Dyak\GE18648	EOG09190C89
FBgn0051855	FBgn0068333	Dyak\GE18649	EOG09190J66
FBgn0051858	FBgn0229977	Dyak\GE12218	EOG09190GLN
FBgn0051860	FBgn0276565	Dyak\GE28410	EOG091905Z9
FBgn0051861	FBgn0276488	Dyak\GE28333	EOG09190K40
FBgn0051862	FBgn0235989	Dyak\GE18582	EOG09190I7H
FBgn0051867	FBgn0275815	Dyak\GE27660	EOG09190G0B
FBgn0051869	FBgn0231001	Dyak\GE13317	EOG091904RP
FBgn0051870	FBgn0235904	Dyak\GE18489	EOG09190KDR
FBgn0051871	FBgn0235893	Dyak\GE18478	EOG091908B3
FBgn0051874	FBgn0276439	Dyak\GE28284	EOG091906LJ
FBgn0051875	FBgn0227942	Dyak\GE10060	EOG09190HP9
FBgn0051876	FBgn0228049	Dyak\GE10171	EOG09190IN2
FBgn0051882	FBgn0228297	Dyak\GE10435	EOG09190JW8
FBgn0051897	FBgn0236161	Dyak\GE18774	EOG091902UB
FBgn0051898	FBgn0236158	Dyak\GE18769	EOG09190AT5
FBgn0051901	FBgn0236149	Dyak\GE18759	EOG09190KB4
FBgn0051902	FBgn0235747	Dyak\GE18323	EOG09190AYV
FBgn0051907	FBgn0235799	Dyak\GE18379	EOG091909HZ
FBgn0051908	FBgn0235801	Dyak\GE18381	EOG09190FRE
FBgn0051910	FBgn0235826	Dyak\GE18408	EOG09190DDY
FBgn0051915	FBgn0276667	Dyak\GE28512	EOG091904V4
FBgn0051922	FBgn0234875	Dyak\GE17407	EOG09190J39
FBgn0051924	FBgn0233214	Dyak\GE15644	EOG09190ESY
FBgn0051926	FBgn0235059	Dyak\GE17604	EOG0919096G
FBgn0051928	FBgn0235039	Dyak\GE17582	EOG09190959
FBgn0051933	FBgn0232947	Dyak\GE15367	EOG091903IR
FBgn0051935	FBgn0233106	Dyak\GE15533	EOG0919023P
FBgn0051949	FBgn0235540	Dyak\GE18106	EOG09190I7X
FBgn0051950	FBgn0235621	Dyak\GE18190	EOG09190JMX
FBgn0051954	FBgn0232446	Dyak\GE14855	EOG09190DQ4
FBgn0051955	FBgn0232389	Dyak\GE14797	EOG09190HSZ
FBgn0051956	FBgn0235667	Dyak\GE18238	EOG091903IA
FBgn0051957	FBgn0232381	Dyak\GE14789	EOG09190HRQ
FBgn0051961	FBgn0232361	Dyak\GE14769	EOG09190A97
FBgn0051973	FBgn0234022	Dyak\GE16505	EOG09190083
FBgn0051974	FBgn0233942	Dyak\GE16416	EOG091908HL
FBgn0051975	FBgn0233953	Dyak\GE16427	EOG09190CLJ
FBgn0051976	FBgn0233964	Dyak\GE16438	EOG09190G14
FBgn0051989	FBgn0242529	Dyak\GE25461	EOG091901NA
FBgn0051992	FBgn0232110	Dyak\GE14506	EOG091901QH
FBgn0051997	FBgn0232130	Dyak\GE14528	EOG09190HFH
FBgn0051998	FBgn0232125	Dyak\GE14523	EOG091900XP
FBgn0051999	FBgn0232124	Dyak\GE14522	EOG091901LT
FBgn0052000	FBgn0232136	Dyak\GE14536	EOG091900OU
FBgn0052006	FBgn0232137	Dyak\GE14537	EOG09190DID
FBgn0052016	FBgn0232100	Dyak\GE14496	EOG091901R3
FBgn0052017	FBgn0232090	Dyak\GE14486	EOG0919082H
FBgn0052022	FBgn0238554	Dyak\GE21286	EOG09190HD9
FBgn0052024	FBgn0238082	Dyak\GE20783	EOG09190FR8
FBgn0052026	FBgn0275909	Dyak\GE27754	EOG091905R7
FBgn0052029	FBgn0238063	Dyak\GE20763	EOG09190GZU
FBgn0052036	FBgn0238506	Dyak\GE21234	EOG09190GS2
FBgn0052037	FBgn0238504	Dyak\GE21232	EOG09190DO2
FBgn0052039	FBgn0238115	Dyak\GE20823	EOG09190KRY
FBgn0052040	FBgn0238114	Dyak\GE20822	EOG09190CRG
FBgn0052053	FBgn0237604	Dyak\GE20285	EOG09190BLE
FBgn0052055	FBgn0237597	Dyak\GE20278	EOG091907AY
FBgn0052056	FBgn0237596	Dyak\GE20277	EOG09190CJR
FBgn0052057	FBgn0237600	Dyak\GE20281	EOG091909KV
FBgn0052058	FBgn0237591	Dyak\GE20272	EOG0919057W
